;nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude;semana_epidem
275691;Jaboticabal;3524303;27;4;2021-04-27;4534;37;6,108783e+03;  30,7142857;97;0;1,306908e+02;  0,5714286;0,0213939127;RA de Ribeirão Preto;11;Ribeirão Preto;1;74221;13382;7066;<5000;2.0;-21,2520;-48,3252;17
275692;Jacareí;3524402;27;4;2021-04-27;16311;169;7,155674e+03;  82,2857143;378;5;1,658295e+02;  2,2857143;0,0231745448;RA de São José dos Campos;15;Taubaté;17;227945;35476;46427;>5000;1.0;-23,2983;-45,9658;17
275693;Jaci;3524501;27;4;2021-04-27;597;34;8,566509e+03;   7,0000000;11;0;1,578419e+02;  0,0000000;0,0184254606;RA de São José do Rio Preto;14;São José do Rio Preto;15;6969;947;14513;<600;4.0;-20,8805;-49,5797;17
275694;Jacupiranga;3524600;27;4;2021-04-27;1060;2;6,154918e+03;   0,7142857;37;0;2,148415e+02;  0,2857143;0,0349056604;RA de Registro;16;Registro;9;17222;2653;70419;<1200;3.0;-24,6963;-48,0064;17
275695;Jaguariúna;3524709;27;4;2021-04-27;3501;6;6,383095e+03;  13,2857143;77;0;1,403880e+02;  0,4285714;0,0219937161;RA de Campinas;4;Campinas;3;54848;7339;14139;<5000;2.0;-22,7037;-46,9851;17
275696;Jales;3524808;27;4;2021-04-27;4589;5;9,711347e+03;  14,5714286;166;0;3,512930e+02;  0,2857143;0,0361734583;RA de São José do Rio Preto;14;São José do Rio Preto;15;47254;9872;36857;<5000;2.0;-20,2672;-50,5494;17
275697;Jambeiro;3524907;27;4;2021-04-27;275;1;4,425491e+03;   0,5714286;8;0;1,287416e+02;  0,0000000;0,0290909091;RA de São José dos Campos;15;Taubaté;17;6214;947;18441;<300;5.0;-23,2522;-45,6942;17
275698;Jandira;3525003;27;4;2021-04-27;5143;19;4,160902e+03;  18,8571429;195;4;1,577632e+02;  1,8571429;0,0379156135;RM de São Paulo;10;Grande São Paulo;10;123603;13416;1745;>5000;1.0;-23,5275;-46,9023;17
275699;Jardinópolis;3525102;27;4;2021-04-27;2411;8;5,620964e+03;  19,8571429;91;0;2,121558e+02;  0,4285714;0,0377436748;RA de Ribeirão Preto;11;Ribeirão Preto;1;42893;6353;50187;<5000;2.0;-21,0176;-47,7606;17
275700;Jarinu;3525201;27;4;2021-04-27;1705;2;5,717639e+03;   6,5714286;40;0;1,341382e+02;  0,0000000;0,0234604106;RA de Campinas;4;Campinas;3;29820;3987;20755;<5000;2.0;-23,1039;-46,7280;17
275701;Jaú;3525300;27;4;2021-04-27;7046;23;4,776787e+03;  18,8571429;347;1;2,352463e+02;  1,1428571;0,0492478002;RA de Bauru;3;Bauru;12;147505;23947;6871;>5000;1.0;-22,2936;-48,5592;17
275702;Jeriquara;3525409;27;4;2021-04-27;196;7;6,240051e+03;   3,0000000;1;0;3,183699e+01;  0,0000000;0,0051020408;RA de Franca;6;Franca;4;3141;449;14197;<300;5.0;-20,3116;-47,5918;17
275703;Joanópolis;3525508;27;4;2021-04-27;755;3;5,960840e+03;   2,2857143;4;0;3,158061e+01;  0,0000000;0,0052980132;RA de Campinas;4;Campinas;3;12666;2313;37429;<1200;3.0;-22,9270;-46,2741;17
275704;João Ramalho;3525607;27;4;2021-04-27;420;1;9,580292e+03;   2,4285714;12;0;2,737226e+02;  0,0000000;0,0285714286;RA de Marília;8;Presidente Prudente;2;4384;589;41545;<600;4.0;-22,2473;-50,7694;17
275705;José Bonifácio;3525706;27;4;2021-04-27;3655;33;1,015814e+04;  20,5714286;77;1;2,140018e+02;  0,8571429;0,0210670315;RA de São José do Rio Preto;14;São José do Rio Preto;15;35981;5855;8602;<5000;2.0;-21,0551;-49,6892;17
275706;Júlio Mesquita;3525805;27;4;2021-04-27;99;2;2,133621e+03;   0,5714286;8;0;1,724138e+02;  0,1428571;0,0808080808;RA de Marília;8;Marília;5;4640;769;12818;<150;6.0;-22,0112;-49,7873;17
275707;Jumirim;3525854;27;4;2021-04-27;261;1;7,894737e+03;   0,8571429;3;0;9,074410e+01;  0,0000000;0,0114942529;RA de Sorocaba;13;Sorocaba;6;3306;469;5669;<300;5.0;-23,0884;-47,7868;17
275708;Jundiaí;3525904;27;4;2021-04-27;34799;170;8,549787e+03; 148,8571429;1016;6;2,496216e+02;  3,8571429;0,0291962413;RA de Campinas;4;Campinas;3;407016;69839;43121;>5000;1.0;-23,1852;-46,8974;17
275709;Junqueirópolis;3526001;27;4;2021-04-27;1198;14;5,970596e+03;   6,4285714;53;1;2,641415e+02;  0,1428571;0,0442404007;RA de Presidente Prudente;9;Presidente Prudente;2;20065;3714;58257;<1200;3.0;-21,5103;-51,4342;17
275710;Juquiá;3526100;27;4;2021-04-27;1270;2;6,745273e+03;   3,8571429;31;0;1,646484e+02;  0,2857143;0,0244094488;RA de Registro;16;Registro;9;18828;3131;8128;<5000;2.0;-24,3101;-47,6426;17
275711;Juquitiba;3526209;27;4;2021-04-27;1595;3;5,246538e+03;   2,2857143;49;2;1,611789e+02;  0,5714286;0,0307210031;RM de São Paulo;10;Grande São Paulo;10;30401;4132;52217;<5000;2.0;-23,9244;-47,0653;17
275712;Lagoinha;3526308;27;4;2021-04-27;135;0;2,801411e+03;   0,0000000;2;0;4,150239e+01;  0,0000000;0,0148148148;RA de São José dos Campos;15;Taubaté;17;4819;984;25547;<150;6.0;-23,0846;-45,1944;17
275713;Laranjal Paulista;3526407;27;4;2021-04-27;2687;9;9,653661e+03;  19,0000000;52;2;1,868219e+02;  1,7142857;0,0193524377;RA de Sorocaba;13;Bauru;12;27834;4800;38427;<5000;2.0;-23,0506;-47,8375;17
275714;Lavínia;3526506;27;4;2021-04-27;654;3;7,694118e+03;   3,7142857;12;0;1,411765e+02;  0,0000000;0,0183486239;RA de Araçatuba;1;Araçatuba;7;8500;1038;53768;<1200;3.0;-21,1639;-51,0412;17
275715;Lavrinhas;3526605;27;4;2021-04-27;211;4;2,944049e+03;   2,7142857;3;0;4,185852e+01;  0,0000000;0,0142180095;RA de São José dos Campos;15;Taubaté;17;7167;903;16707;<300;5.0;-22,5700;-44,9024;17
275716;Leme;3526704;27;4;2021-04-27;7490;98;7,417678e+03;  53,8571429;209;0;2,069819e+02;  1,4285714;0,0279038718;RA de Campinas;4;Piracicaba;11;100975;14281;40287;>5000;1.0;-22,1809;-47,3841;17
275717;Lençóis Paulista;3526803;27;4;2021-04-27;9212;49;1,388541e+04;  42,0000000;132;2;1,989660e+02;  1,2857143;0,0143291359;RA de Bauru;3;Bauru;12;66343;9847;80954;>5000;1.0;-22,6027;-48,8037;17
275718;Limeira;3526902;27;4;2021-04-27;15074;28;5,087411e+03;  16,2857143;469;2;1,582855e+02;  1,7142857;0,0311131750;RA de Campinas;4;Piracicaba;11;296300;48554;58071;>5000;1.0;-22,5660;-47,3970;17
275719;Lindóia;3527009;27;4;2021-04-27;462;4;5,982906e+03;   3,0000000;17;0;2,201502e+02;  0,2857143;0,0367965368;RA de Campinas;4;Campinas;3;7722;1281;4876;<600;4.0;-22,5226;-46,6500;17
275720;Lins;3527108;27;4;2021-04-27;6962;107;9,271911e+03;  46,5714286;218;4;2,903299e+02;  1,1428571;0,0313128411;RA de Bauru;3;Bauru;12;75087;13497;57006;>5000;1.0;-21,6718;-49,7526;17
275721;Lorena;3527207;27;4;2021-04-27;3566;9;4,115929e+03;   9,7142857;84;0;9,695403e+01;  0,1428571;0,0235558048;RA de São José dos Campos;15;Taubaté;17;86639;14379;41416;<5000;2.0;-22,7334;-45,1197;17
275722;Lourdes;3527256;27;4;2021-04-27;213;0;9,761687e+03;   0,1428571;4;0;1,833181e+02;  0,0000000;0,0187793427;RA de Araçatuba;1;Araçatuba;7;2182;445;11394;<300;5.0;-20,9660;-50,2263;17
275723;Louveira;3527306;27;4;2021-04-27;2786;9;5,771940e+03;   8,4285714;54;0;1,118754e+02;  0,1428571;0,0193826274;RA de Campinas;4;Campinas;3;48268;4812;5513;<5000;2.0;-23,0856;-46,9484;17
275724;Lucélia;3527405;27;4;2021-04-27;931;0;4,429326e+03;   3,2857143;31;0;1,474856e+02;  0,0000000;0,0332975295;RA de Presidente Prudente;9;Marília;5;21019;3778;31481;<1200;3.0;-21,7182;-51,0215;17
275725;Lucianópolis;3527504;27;4;2021-04-27;99;2;4,378594e+03;   0,8571429;0;0;0,000000e+00;  0,0000000;0,0000000000;RA de Bauru;3;Bauru;12;2261;456;18954;<150;6.0;-22,4294;-49,5220;17
275726;Luís Antônio;3527603;27;4;2021-04-27;1139;6;8,040378e+03;   6,8571429;20;1;1,411831e+02;  0,1428571;0,0175592625;RA de Ribeirão Preto;11;Ribeirão Preto;1;14166;1535;59826;<1200;3.0;-21,5500;-47,7801;17
275727;Luiziânia;3527702;27;4;2021-04-27;172;1;2,989225e+03;   0,5714286;7;0;1,216545e+02;  0,0000000;0,0406976744;RA de Araçatuba;1;Araçatuba;7;5754;856;16658;<300;5.0;-21,6737;-50,3294;17
275728;Lupércio;3527801;27;4;2021-04-27;170;3;3,845284e+03;   2,1428571;1;0;2,261932e+01;  0,0000000;0,0058823529;RA de Marília;8;Marília;5;4421;746;15517;<300;5.0;-22,4146;-49,8180;17
275729;Lutécia;3527900;27;4;2021-04-27;158;1;6,028233e+03;   0,1428571;3;0;1,144601e+02;  0,0000000;0,0189873418;RA de Marília;8;Marília;5;2621;495;47523;<300;5.0;-22,3384;-50,3940;17
275730;Macatuba;3528007;27;4;2021-04-27;2390;6;1,411528e+04;   2,7142857;39;1;2,303331e+02;  0,5714286;0,0163179916;RA de Bauru;3;Bauru;12;16932;2571;22451;<5000;2.0;-22,5002;-48,7102;17
275731;Macaubal;3528106;27;4;2021-04-27;382;0;4,929668e+03;   0,2857143;6;0;7,742935e+01;  0,0000000;0,0157068063;RA de São José do Rio Preto;14;São José do Rio Preto;15;7749;1733;24809;<600;4.0;-20,8022;-49,9687;17
275732;Macedônia;3528205;27;4;2021-04-27;253;2;7,078903e+03;   0,2857143;11;0;3,077784e+02;  0,0000000;0,0434782609;RA de São José do Rio Preto;14;São José do Rio Preto;15;3574;840;32757;<300;5.0;-20,1444;-50,1973;17
275733;Magda;3528304;27;4;2021-04-27;149;4;4,825130e+03;   1,0000000;5;0;1,619171e+02;  0,1428571;0,0335570470;RA de São José do Rio Preto;14;São José do Rio Preto;15;3088;719;31228;<150;6.0;-20,6445;-50,2305;17
275734;Mairinque;3528403;27;4;2021-04-27;2786;15;6,014291e+03;  11,2857143;36;0;7,771517e+01;  0,0000000;0,0129217516;RA de Sorocaba;13;Sorocaba;6;46323;6632;21015;<5000;2.0;-23,5398;-47,1850;17
275735;Mairiporã;3528502;27;4;2021-04-27;5081;21;5,151994e+03;  25,4285714;158;0;1,602077e+02;  0,5714286;0,0310962409;RM de São Paulo;10;Grande São Paulo;10;98622;13203;3207;>5000;1.0;-23,3171;-46,5897;17
275736;Manduri;3528601;27;4;2021-04-27;484;13;5,081365e+03;   3,1428571;10;0;1,049869e+02;  0,0000000;0,0206611570;RA de Sorocaba;13;Bauru;12;9525;1647;22905;<600;4.0;-23,0056;-49,3202;17
275737;Marabá Paulista;3528700;27;4;2021-04-27;86;0;1,744068e+03;   0,0000000;3;0;6,083959e+01;  0,0000000;0,0348837209;RA de Presidente Prudente;9;Presidente Prudente;2;4931;697;91952;<150;6.0;-22,1068;-51,9617;17
275738;Maracaí;3528809;27;4;2021-04-27;1011;12;7,477258e+03;  11,2857143;18;0;1,331262e+02;  0,1428571;0,0178041543;RA de Marília;8;Marília;5;13521;2350;5335;<1200;3.0;-22,6149;-50,6713;17
275739;Marapoama;3528858;27;4;2021-04-27;264;10;9,084652e+03;   4,0000000;7;0;2,408809e+02;  0,0000000;0,0265151515;RA de São José do Rio Preto;14;São José do Rio Preto;15;2906;557;11127;<300;5.0;-21,2587;-49,1300;17
275740;Mariápolis;3528908;27;4;2021-04-27;149;0;3,748428e+03;   0,2857143;3;1;7,547170e+01;  0,1428571;0,0201342282;RA de Presidente Prudente;9;Marília;5;3975;735;18654;<150;6.0;-21,7959;-51,1824;17
275741;Marília;3529005;27;4;2021-04-27;18066;232;7,802068e+03; 109,0000000;464;20;2,003852e+02;  6,0000000;0,0256836046;RA de Marília;8;Marília;5;231554;40831;117052;>5000;1.0;-22,2171;-49,9501;17
275742;Marinópolis;3529104;27;4;2021-04-27;149;0;7,105389e+03;   0,1428571;1;0;4,768717e+01;  0,0000000;0,0067114094;RA de São José do Rio Preto;14;São José do Rio Preto;15;2097;406;7783;<150;6.0;-20,4389;-50,8254;17
275743;Martinópolis;3529203;27;4;2021-04-27;953;4;3,712794e+03;   1,7142857;46;1;1,792115e+02;  0,5714286;0,0482686254;RA de Presidente Prudente;9;Presidente Prudente;2;25668;4344;125356;<1200;3.0;-22,1462;-51,1709;17
275744;Matão;3529302;27;4;2021-04-27;3127;96;3,907773e+03;  23,8571429;98;0;1,224694e+02;  1,0000000;0,0313399424;RA Central;5;Araraquara;8;80020;13454;5249;<5000;2.0;-21,6025;-48,3640;17
275745;Mauá;3529401;27;4;2021-04-27;19822;119;4,307894e+03;  99,0000000;1118;8;2,429738e+02;  6,2857143;0,0564019776;RM de São Paulo;10;Grande São Paulo;10;460132;57797;6191;>5000;1.0;-23,6677;-46,4613;17
275746;Mendonça;3529500;27;4;2021-04-27;608;8;1,205632e+04;   4,2857143;21;1;4,164188e+02;  0,5714286;0,0345394737;RA de São José do Rio Preto;14;São José do Rio Preto;15;5043;928;19515;<1200;3.0;-21,1757;-49,5791;17
275747;Meridiano;3529609;27;4;2021-04-27;257;1;6,873496e+03;   0,2857143;22;1;5,883926e+02;  0,2857143;0,0856031128;RA de São José do Rio Preto;14;São José do Rio Preto;15;3739;781;2282;<300;5.0;-20,3579;-50,1811;17
275748;Mesópolis;3529658;27;4;2021-04-27;113;0;5,969361e+03;   0,2857143;1;0;5,282620e+01;  0,0000000;0,0088495575;RA de São José do Rio Preto;14;São José do Rio Preto;15;1893;368;14864;<150;6.0;-19,9684;-50,6326;17
275749;Miguelópolis;3529708;27;4;2021-04-27;834;3;3,892830e+03;   1,8571429;52;1;2,427184e+02;  0,8571429;0,0623501199;RA de Franca;6;Franca;4;21424;3247;82085;<1200;3.0;-20,1796;-48,0310;17
275750;Mineiros do Tietê;3529807;27;4;2021-04-27;949;6;7,533540e+03;   3,0000000;18;1;1,428912e+02;  0,1428571;0,0189673340;RA de Bauru;3;Bauru;12;12597;2057;21324;<1200;3.0;-22,4120;-48,4510;17
275751;Miracatu;3529906;27;4;2021-04-27;1390;61;6,973011e+03;  19,0000000;47;0;2,357781e+02;  0,4285714;0,0338129496;RA de Registro;16;Registro;9;19934;2946;100148;<5000;2.0;-24,2766;-47,4625;17
275752;Mira Estrela;3530003;27;4;2021-04-27;289;1;9,833277e+03;   6,8571429;9;0;3,062266e+02;  0,0000000;0,0311418685;RA de São José do Rio Preto;14;São José do Rio Preto;15;2939;679;21683;<300;5.0;-19,9789;-50,1390;17
275753;Mirandópolis;3530102;27;4;2021-04-27;1505;17;5,253788e+03;   9,1428571;64;0;2,234169e+02;  0,2857143;0,0425249169;RA de Araçatuba;1;Araçatuba;7;28646;5119;91769;<5000;2.0;-21,1313;-51,1035;17
275754;Mirante do Paranapanema;3530201;27;4;2021-04-27;515;6;2,898306e+03;   4,4285714;17;0;9,567224e+01;  0,0000000;0,0330097087;RA de Presidente Prudente;9;Presidente Prudente;2;17769;3373;123893;<600;4.0;-22,2904;-51,9084;17
275755;Mirassol;3530300;27;4;2021-04-27;6011;35;1,039534e+04;  16,0000000;163;5;2,818899e+02;  2,0000000;0,0271169523;RA de São José do Rio Preto;14;São José do Rio Preto;15;57824;10113;24323;>5000;1.0;-20,8169;-49,5206;17
275756;Mirassolândia;3530409;27;4;2021-04-27;333;2;7,082093e+03;   1,0000000;10;0;2,126755e+02;  0,1428571;0,0300300300;RA de São José do Rio Preto;14;São José do Rio Preto;15;4702;848;16613;<600;4.0;-20,6179;-49,4617;17
275757;Mococa;3530508;27;4;2021-04-27;4291;53;6,428176e+03;  25,1428571;130;0;1,947478e+02;  2,8571429;0,0302959683;RA de Campinas;4;São João da Boa Vista;14;66753;12553;85516;<5000;2.0;-21,4647;-47,0024;17
275758;Mogi das Cruzes;3530607;27;4;2021-04-27;21999;182;5,081715e+03; 103,0000000;1055;2;2,437024e+02;  5,7142857;0,0479567253;RM de São Paulo;10;Grande São Paulo;10;432905;60748;71254;>5000;1.0;-23,5208;-46,1854;17
275759;Mogi Guaçu;3530706;27;4;2021-04-27;11411;113;7,693241e+03;  43,8571429;314;6;2,116973e+02;  1,1428571;0,0275173079;RA de Campinas;4;São João da Boa Vista;14;148325;23961;81275;>5000;1.0;-22,3675;-46,9428;17
275760;Mogi Mirim;3530805;27;4;2021-04-27;7618;39;8,423357e+03;  21,2857143;219;5;2,421522e+02;  1,1428571;0,0287477028;RA de Campinas;4;São João da Boa Vista;14;90439;16221;49771;>5000;1.0;-22,4332;-46,9532;17
275761;Mombuca;3530904;27;4;2021-04-27;209;1;6,272509e+03;   0,4285714;2;0;6,002401e+01;  0,1428571;0,0095693780;RA de Campinas;4;Piracicaba;11;3332;476;1337;<300;5.0;-22,9285;-47,5590;17
275762;Monções;3531001;27;4;2021-04-27;168;0;7,724138e+03;   0,2857143;5;0;2,298851e+02;  0,0000000;0,0297619048;RA de São José do Rio Preto;14;São José do Rio Preto;15;2175;485;10435;<300;5.0;-20,8509;-50,0975;17
275763;Mongaguá;3531100;27;4;2021-04-27;1301;4;2,382348e+03;   2,0000000;54;2;9,888299e+01;  0,2857143;0,0415065334;RA de Santos;12;Baixada Santista;13;54610;9236;14321;<5000;2.0;-24,0809;-46,6265;17
275764;Monte Alegre do Sul;3531209;27;4;2021-04-27;355;2;4,581236e+03;   0,4285714;7;0;9,033424e+01;  0,0000000;0,0197183099;RA de Campinas;4;Campinas;3;7749;1494;11031;<600;4.0;-22,6817;-46,6810;17
275765;Monte Alto;3531308;27;4;2021-04-27;3337;4;6,893916e+03;  11,2857143;97;1;2,003925e+02;  0,7142857;0,0290680252;RA de Ribeirão Preto;11;Ribeirão Preto;1;48405;9292;34695;<5000;2.0;-21,2655;-48,4971;17
275766;Monte Aprazível;3531407;27;4;2021-04-27;1700;12;7,246995e+03;   4,7142857;54;0;2,301987e+02;  0,4285714;0,0317647059;RA de São José do Rio Preto;14;São José do Rio Preto;15;23458;4433;49556;<5000;2.0;-20,7680;-49,7184;17
275767;Monte Azul Paulista;3531506;27;4;2021-04-27;1213;11;6,668133e+03;  12,5714286;10;0;5,497224e+01;  0,1428571;0,0082440231;RA de Barretos;2;Barretos;16;18191;3362;26346;<5000;2.0;-20,9065;-48,6387;17
275768;Monte Castelo;3531605;27;4;2021-04-27;425;0;1,064896e+04;   0,7142857;13;0;3,257329e+02;  0,1428571;0,0305882353;RA de Presidente Prudente;9;Presidente Prudente;2;3991;936;23355;<600;4.0;-21,2981;-51,5679;17
275769;Monteiro Lobato;3531704;27;4;2021-04-27;154;3;3,449048e+03;   1,0000000;4;0;8,958567e+01;  0,0000000;0,0259740260;RA de São José dos Campos;15;Taubaté;17;4465;820;33274;<300;5.0;-22,9544;-45,8407;17
275770;Monte Mor;3531803;27;4;2021-04-27;3929;49;6,590734e+03;  37,4285714;79;0;1,325192e+02;  0,5714286;0,0201068974;RA de Campinas;4;Campinas;3;59614;7075;24057;<5000;2.0;-22,9450;-47,3122;17
275771;Morro Agudo;3531902;27;4;2021-04-27;3135;21;9,696276e+03;  35,8571429;47;3;1,453668e+02;  0,7142857;0,0149920255;RA de Franca;6;Franca;4;32332;3967;138813;<5000;2.0;-20,7288;-48,0581;17
275772;Morungaba;3532009;27;4;2021-04-27;642;7;4,846380e+03;   5,1428571;11;0;8,303767e+01;  0,1428571;0,0171339564;RA de Campinas;4;Campinas;3;13247;1927;14675;<1200;3.0;-22,8811;-46,7896;17
275773;Motuca;3532058;27;4;2021-04-27;250;10;5,390254e+03;   2,0000000;7;1;1,509271e+02;  0,1428571;0,0280000000;RA Central;5;Araraquara;8;4638;739;2287;<300;5.0;-21,5103;-48,1538;17
275774;Murutinga do Sul;3532108;27;4;2021-04-27;237;6;5,536090e+03;   2,4285714;6;1;1,401542e+02;  0,2857143;0,0253164557;RA de Araçatuba;1;Araçatuba;7;4281;979;25087;<300;5.0;-20,9908;-51,2774;17
275775;Nantes;3532157;27;4;2021-04-27;133;2;4,330837e+03;   0,7142857;5;0;1,628134e+02;  0,0000000;0,0375939850;RA de Presidente Prudente;9;Presidente Prudente;2;3071;395;28665;<150;6.0;-22,6156;-51,2400;17
275776;Narandiba;3532207;27;4;2021-04-27;546;2;1,127866e+04;   2,8571429;13;1;2,685396e+02;  0,1428571;0,0238095238;RA de Presidente Prudente;9;Presidente Prudente;2;4841;650;35733;<600;4.0;-22,4057;-51,5274;17
275777;Natividade da Serra;3532306;27;4;2021-04-27;100;1;1,492983e+03;   0,2857143;2;0;2,985966e+01;  0,0000000;0,0200000000;RA de São José dos Campos;15;Taubaté;17;6698;1435;83337;<150;6.0;-23,3707;-45,4468;17
275778;Nazaré Paulista;3532405;27;4;2021-04-27;1088;15;5,898618e+03;  12,1428571;11;0;5,963676e+01;  0,1428571;0,0101102941;RA de Campinas;4;Campinas;3;18445;2953;32625;<1200;3.0;-23,1747;-46,3983;17
275779;Neves Paulista;3532504;27;4;2021-04-27;878;8;1,018561e+04;   2,1428571;32;0;3,712297e+02;  0,0000000;0,0364464692;RA de São José do Rio Preto;14;São José do Rio Preto;15;8620;1987;21905;<1200;3.0;-20,8430;-49,6358;17
275780;Nhandeara;3532603;27;4;2021-04-27;792;4;7,345576e+03;   2,7142857;33;0;3,060657e+02;  0,2857143;0,0416666667;RA de São José do Rio Preto;14;São José do Rio Preto;15;10782;2528;43616;<1200;3.0;-20,6945;-50,0436;17
275781;Nipoã;3532702;27;4;2021-04-27;333;10;6,701550e+03;   3,8571429;7;0;1,408734e+02;  0,1428571;0,0210210210;RA de São José do Rio Preto;14;São José do Rio Preto;15;4969;676;13761;<600;4.0;-20,9114;-49,7833;17
275782;Nova Aliança;3532801;27;4;2021-04-27;609;5;9,441860e+03;   1,7142857;16;0;2,480620e+02;  0,0000000;0,0262725780;RA de São José do Rio Preto;14;São José do Rio Preto;15;6450;1192;21752;<1200;3.0;-21,0156;-49,4986;17
275783;Nova Campina;3532827;27;4;2021-04-27;441;38;4,558140e+03;  12,5714286;16;0;1,653747e+02;  0,4285714;0,0362811791;RA de Itapeva;7;Sorocaba;6;9675;986;38538;<600;4.0;-24,1224;-48,9022;17
275784;Nova Canaã Paulista;3532843;27;4;2021-04-27;152;0;7,847186e+03;   0,5714286;3;0;1,548787e+02;  0,0000000;0,0197368421;RA de São José do Rio Preto;14;São José do Rio Preto;15;1937;552;12447;<300;5.0;-20,3836;-50,9483;17
275785;Nova Castilho;3532868;27;4;2021-04-27;51;0;4,336735e+03;   1,0000000;3;0;2,551020e+02;  0,0000000;0,0588235294;RA de Araçatuba;1;Araçatuba;7;1176;215;1834;<150;6.0;-20,7615;-50,3477;17
275786;Nova Europa;3532900;27;4;2021-04-27;579;8;5,386548e+03;   2,7142857;21;0;1,953670e+02;  0,1428571;0,0362694301;RA Central;5;Araraquara;8;10749;1437;16025;<600;4.0;-21,7765;-48,5705;17
275787;Nova Granada;3533007;27;4;2021-04-27;2124;1;1,015393e+04;   6,2857143;51;0;2,438092e+02;  0,1428571;0,0240112994;RA de São José do Rio Preto;14;São José do Rio Preto;15;20918;3464;5318;<5000;2.0;-20,5321;-49,3123;17
275788;Nova Guataporanga;3533106;27;4;2021-04-27;161;1;7,348243e+03;   0,8571429;2;1;9,128252e+01;  0,1428571;0,0124223602;RA de Presidente Prudente;9;Presidente Prudente;2;2191;507;3416;<300;5.0;-21,3320;-51,6447;17
275789;Nova Independência;3533205;27;4;2021-04-27;315;1;8,442777e+03;   0,5714286;4;1;1,072099e+02;  0,1428571;0,0126984127;RA de Araçatuba;1;Araçatuba;7;3731;494;26503;<600;4.0;-21,1026;-51,4905;17
275790;Novais;3533254;27;4;2021-04-27;226;0;4,102378e+03;   0,1428571;9;0;1,633690e+02;  0,0000000;0,0398230088;RA de São José do Rio Preto;14;São José do Rio Preto;15;5509;609;11777;<300;5.0;-20,9893;-48,9141;17
275791;Nova Luzitânia;3533304;27;4;2021-04-27;236;11;5,835806e+03;   2,7142857;7;0;1,730959e+02;  0,0000000;0,0296610169;RA de Araçatuba;1;Araçatuba;7;4044;630;7382;<300;5.0;-20,8560;-50,2617;17
275792;Nova Odessa;3533403;27;4;2021-04-27;4389;59;7,562156e+03;  18,7142857;117;0;2,015886e+02;  0,7142857;0,0266575530;RA de Campinas;4;Campinas;3;58039;8753;7379;<5000;2.0;-22,7832;-47,2941;17
275793;Novo Horizonte;3533502;27;4;2021-04-27;3280;50;8,420188e+03;  18,7142857;101;1;2,592802e+02;  0,7142857;0,0307926829;RA de São José do Rio Preto;14;São José do Rio Preto;15;38954;6952;93174;<5000;2.0;-21,4651;-49,2234;17
275794;Nuporanga;3533601;27;4;2021-04-27;263;2;3,618602e+03;   0,5714286;4;0;5,503577e+01;  0,0000000;0,0152091255;RA de Franca;6;Franca;4;7268;1273;34827;<300;5.0;-20,7296;-47,7429;17
275795;Ocauçu;3533700;27;4;2021-04-27;245;3;5,909310e+03;   0,4285714;3;0;7,235890e+01;  0,0000000;0,0122448980;RA de Marília;8;Marília;5;4146;783;30104;<300;5.0;-22,4380;-49,9220;17
275796;Óleo;3533809;27;4;2021-04-27;58;0;2,295212e+03;   0,0000000;1;0;3,957262e+01;  0,0000000;0,0172413793;RA de Marília;8;Marília;5;2527;597;19894;<150;6.0;-22,9435;-49,3419;17
275797;Olímpia;3533908;27;4;2021-04-27;6864;16;1,307030e+04;  16,5714286;176;1;3,351360e+02;  1,5714286;0,0256410256;RA de Barretos;2;Barretos;16;52516;9595;80256;>5000;1.0;-20,7366;-48,9106;17
275798;Onda Verde;3534005;27;4;2021-04-27;600;6;1,420118e+04;   1,2857143;21;1;4,970414e+02;  0,1428571;0,0350000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;4225;632;24295;<1200;3.0;-20,6042;-49,2929;17
275799;Oriente;3534104;27;4;2021-04-27;207;0;3,304070e+03;   1,1428571;11;0;1,755786e+02;  0,1428571;0,0531400966;RA de Marília;8;Marília;5;6265;1212;21867;<300;5.0;-22,1549;-50,0971;17
275800;Orindiúva;3534203;27;4;2021-04-27;891;3;1,297699e+04;   1,7142857;14;0;2,039033e+02;  0,0000000;0,0157126824;RA de São José do Rio Preto;14;São José do Rio Preto;15;6866;769;24738;<1200;3.0;-20,1861;-49,3464;17
275801;Orlândia;3534302;27;4;2021-04-27;3025;13;7,157053e+03;  10,1428571;92;0;2,176690e+02;  0,1428571;0,0304132231;RA de Franca;6;Franca;4;42266;6797;29177;<5000;2.0;-20,7169;-47,8852;17
275802;Osasco;3534401;27;4;2021-04-27;31726;170;4,658983e+03; 136,2857143;1738;18;2,552264e+02; 12,7142857;0,0547815672;RM de São Paulo;10;Grande São Paulo;10;680964;93147;6495;>5000;1.0;-23,5324;-46,7916;17
275803;Oscar Bressane;3534500;27;4;2021-04-27;217;1;8,631663e+03;   0,4285714;6;0;2,386635e+02;  0,0000000;0,0276497696;RA de Marília;8;Marília;5;2514;605;22213;<300;5.0;-22,3149;-50,2811;17
